# latitude,longitude,stars,review_count,is_open
3.345180722130870521e+01,-1.120282167363824328e+02,3.500000000000000000e+00,7.300000000000000000e+01,1.000000000000000000e+00
3.607821308835194429e+01,-1.150332652104957845e+02,4.500000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
4.307062582014353325e+01,-8.024241777596618874e+01,3.500000000000000000e+00,3.300000000000000000e+01,1.000000000000000000e+00
3.620339423038257110e+01,-1.150706027047287847e+02,3.500000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.351502913825054009e+01,-8.079360035734282519e+01,3.500000000000000000e+00,2.800000000000000000e+01,1.000000000000000000e+00
4.259977743873498213e+01,-7.957076122919711736e+01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
4.155105217813207474e+01,-8.140767029347219363e+01,3.500000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
4.389728792169562155e+01,-8.115397129180277602e+01,3.500000000000000000e+00,6.600000000000000000e+01,1.000000000000000000e+00
3.359602769106327713e+01,-1.121383108050055739e+02,4.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
3.603715898337546975e+01,-1.149391884086699775e+02,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.611123423546256817e+01,-1.149704989243420385e+02,4.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
3.617118428634592675e+01,-1.148856006234479565e+02,4.500000000000000000e+00,2.100000000000000000e+01,1.000000000000000000e+00
4.131915964135682628e+01,-7.964803717910794489e+01,4.000000000000000000e+00,1.460000000000000000e+02,0.000000000000000000e+00
3.609640231511691866e+01,-1.151532979751432038e+02,3.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
4.295494677383310744e+01,-7.977565956627931598e+01,3.500000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
4.257955480416717364e+01,-7.950313161205905033e+01,4.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
3.343780154066957522e+01,-1.118939456533240673e+02,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
4.391569280090102012e+01,-8.042314941740374934e+01,3.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.350070204471555968e+01,-1.121049599586234251e+02,1.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.355204213819755665e+01,-1.122223845578984509e+02,3.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00
4.548306907057578030e+01,-7.356702685603931968e+01,3.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00
3.837778393268874311e+01,-8.013767795558952400e+01,4.000000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00
4.341979013641594065e+01,-8.052272112590149789e+01,4.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00
3.361938222921585151e+01,-1.121600781380248293e+02,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.603508668793607939e+01,-1.151607087924178785e+02,5.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
4.094990347431476607e+01,-8.172780114020650899e+01,3.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.384939410374913393e+01,-8.084387721907917523e+01,5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.354472668441636785e+01,-1.121510097610489680e+02,2.500000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.331678822342368562e+01,-8.124880191945635488e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.260688517593148816e+01,-8.004501009704250691e+01,4.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00
3.354434701407756592e+01,-1.118887989471750899e+02,4.500000000000000000e+00,3.400000000000000000e+01,1.000000000000000000e+00
3.608535776277557972e+01,-1.150577260548219272e+02,3.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00
3.614655964141712019e+01,-1.150167996980288194e+02,2.500000000000000000e+00,3.900000000000000000e+01,1.000000000000000000e+00
3.607124868789372130e+01,-1.151977245340631839e+02,2.500000000000000000e+00,6.400000000000000000e+01,1.000000000000000000e+00
4.553454026723008496e+01,-7.363613350960822856e+01,3.500000000000000000e+00,4.000000000000000000e+01,1.000000000000000000e+00
3.337826804901325772e+01,-1.119124808098905248e+02,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
4.191524240049096051e+01,-8.112351810313511180e+01,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.265842611230721104e+01,-7.700548065619580029e+01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
4.212231167884657168e+01,-7.935452630782415895e+01,3.500000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.408928827554916552e+01,-7.897642839841140017e+01,3.500000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
3.345827932898948376e+01,-1.118946677350102163e+02,5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
4.462656039249262108e+01,-8.015179126423436173e+01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.610033839283231316e+01,2.041080598162054560e+00,4.500000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.157665766666664098e+01,-7.955690828497179723e+01,4.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
3.609810885908118649e+01,-1.150390296148001426e+02,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.339918033247225537e+01,-7.928166744441297453e+01,2.500000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.390991853173291304e+01,-8.901187877052909414e+01,2.000000000000000000e+00,8.200000000000000000e+01,1.000000000000000000e+00
3.330727846879747034e+01,-1.119655226327224824e+02,4.500000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
4.546624290958484949e+01,-7.380183182315215618e+01,2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00
4.073585885723694844e+01,-8.951564524354644448e+01,4.500000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
4.399484816530062403e+01,-8.050048583846853489e+01,3.500000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
4.526159136146678463e+01,-7.864858993781413687e+01,4.500000000000000000e+00,1.800000000000000000e+01,1.000000000000000000e+00
3.598988489420744230e+01,-1.150181998877825720e+02,3.500000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00
5.393832051210458900e+01,-1.220270930539055776e+00,4.000000000000000000e+00,5.800000000000000000e+01,1.000000000000000000e+00
3.612895554899947115e+01,-1.151516977463006981e+02,3.500000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00
4.241667656291546251e+01,-7.866039318605940878e+01,1.500000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00
3.541402759546796375e+01,-8.098532298858677336e+01,2.500000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00
4.335285076924984793e+01,-7.839593728064991751e+01,4.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
4.344388142536966058e+01,-8.176480906694791884e+01,1.500000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
3.332982811429970127e+01,-1.117925437919252403e+02,2.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.552444766742819837e+01,-7.357655500256382197e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.620891268137923191e+01,-1.150619202178185105e+02,3.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00
3.349090055542011157e+01,-1.119779958329649361e+02,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
3.606824467326481454e+01,-1.151432911648202548e+02,2.500000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00
4.332249083750325269e+01,-8.071706019718679670e+01,1.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00
3.616874111175277307e+01,-1.152357621460275965e+02,4.500000000000000000e+00,1.800000000000000000e+02,1.000000000000000000e+00
3.362990123217122829e+01,-1.120599251625522896e+02,4.000000000000000000e+00,6.700000000000000000e+01,0.000000000000000000e+00
3.619006398430812510e+01,-1.153332808039263284e+02,4.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
3.349524562759886948e+01,-1.117348286467225904e+02,3.000000000000000000e+00,6.900000000000000000e+01,1.000000000000000000e+00
3.364436931758808669e+01,-1.121747857874143648e+02,1.500000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00
3.606992227995515066e+01,-1.150873206920764886e+02,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
3.960595114742252321e+01,-8.073854025729222883e+01,4.500000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00
3.340733216801162797e+01,-1.123903879368767207e+02,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.374185354655572411e+01,-8.023566254238720319e+01,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
4.394140308704618292e+01,-8.032254174241204225e+01,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.612473332637076595e+01,-1.148697640867726619e+02,3.500000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.341986190909847920e+01,-1.123094417331981987e+02,5.000000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+00
4.550326441429804447e+01,-7.368070839734548372e+01,2.000000000000000000e+00,3.100000000000000000e+01,1.000000000000000000e+00
3.624260649382617316e+01,-1.150999179834524284e+02,2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.400733385721446922e+01,-7.938652482391660214e+01,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.550089192257091497e+01,-7.375735085945703418e+01,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.357123895112381007e+01,-8.048871272095725260e+01,3.500000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00
