# latitude,longitude,stars,review_count,is_open
3.934375417679191855e+01,-7.956942368680904565e+01,1.500000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
3.930440956912931938e+01,-8.480417413324535403e+01,5.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.697945696692647743e+01,-4.136694458554160292e+00,4.000000000000000000e+00,4.300000000000000000e+01,1.000000000000000000e+00
4.492644616041735617e+01,-7.799076355207166955e+01,2.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
4.601079028447225028e+01,-8.067963418531574860e+01,2.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
4.055983195611352699e+01,-8.179675486463327161e+01,2.500000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.345926493843262506e+01,-4.923614766930342057e+00,4.500000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
3.321981003177126013e+01,-1.116678663680836223e+02,4.000000000000000000e+00,3.600000000000000000e+01,1.000000000000000000e+00
3.402537638025205524e+01,-8.142034625918317658e+01,4.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
4.664157843960606442e+01,-8.037623059747207321e+01,4.500000000000000000e+00,2.400000000000000000e+01,1.000000000000000000e+00
3.280780892432221663e+01,-1.137856588741450850e+02,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
3.614232912555604571e+01,-7.696760905461904656e+01,4.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
3.497446449948793656e+01,-1.154257654578311048e+02,4.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+00
4.352653531079513982e+01,-7.820664769406585037e+01,4.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.289981068166585487e+01,-8.094774580604091341e+01,4.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
4.199569918201933660e+01,-7.998726110834158476e+01,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
3.749667761059362192e+01,-1.190808741858889164e+02,3.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.013563975117969562e+01,-7.731473823327665684e+01,3.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00
3.302302927895141238e+01,-1.163626696689622975e+02,2.500000000000000000e+00,1.500000000000000000e+01,1.000000000000000000e+00
3.572126727910293198e+01,-1.129834390607875179e+02,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.681386227989972326e+01,-1.132285183429949456e+02,4.000000000000000000e+00,1.240000000000000000e+02,1.000000000000000000e+00
3.931469244418462949e+01,-6.959494526425123695e+01,3.000000000000000000e+00,3.300000000000000000e+01,1.000000000000000000e+00
3.542010495152422322e+01,-1.159595383893344689e+02,2.500000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
3.776169554034166254e+01,-8.534808954309332307e+01,2.500000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.668933318279917444e+01,-8.182087778749152562e+01,4.500000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
4.216421397613797240e+01,-7.675847986783939803e+01,2.500000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
3.437510678594543378e+01,-1.117771849230821033e+02,4.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
4.354769424866617555e+01,-7.600515748871166011e+01,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.412535162248849474e+01,-7.806928520442508557e+01,3.500000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
3.423555628008290341e+01,-1.121353119538660792e+02,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
3.114328958617250009e+01,-1.146699184092639143e+02,2.500000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.615732578202653258e+01,-1.156500231084155672e+02,4.500000000000000000e+00,4.200000000000000000e+01,1.000000000000000000e+00
3.397609499759047935e+01,-1.129353392763533179e+02,4.500000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+00
3.697878049400276268e+01,-7.539649715108814121e+01,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.525132102185565941e+01,-8.342339779259758359e+01,4.500000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
3.447665959444745454e+01,-1.120960004878464531e+02,2.500000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
4.123229768807703977e+01,-8.312676912364185000e+01,2.500000000000000000e+00,1.000000000000000000e+02,1.000000000000000000e+00
3.252807212936653514e+01,-1.158722705122381740e+02,4.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
3.881202218439028684e+01,-8.031983272067722623e+01,3.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.740477344947677807e+01,-7.748696839071440934e+01,3.500000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
3.527873361947763442e+01,-1.140419334715228530e+02,4.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
3.940087194005207039e+01,-8.549892857344509878e+01,3.500000000000000000e+00,8.500000000000000000e+01,1.000000000000000000e+00
3.455608075955896652e+01,-1.127988716279725452e+02,5.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00
4.135511906814252825e+01,-8.761971067985020056e+01,2.500000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.780343442319156111e+01,-1.146424149075679964e+02,3.000000000000000000e+00,3.900000000000000000e+01,1.000000000000000000e+00
3.260876977582850600e+01,-1.099219753013079242e+02,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
3.523529327725273674e+01,-1.136482817384253110e+02,1.500000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00
4.333405546067828595e+01,-7.751457515652411701e+01,1.500000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00
3.752496631183740305e+01,-7.782280799099800106e+01,4.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
2.887324166133296899e+01,-1.140156664378253168e+02,2.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00
3.797358009306174154e+01,-9.007610555870682845e+01,3.500000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.409087663462335627e+01,-8.081532633217901207e+01,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.282983261788052687e+01,-1.114873500310952608e+02,5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.039853658589106544e+01,-8.348221175646106929e+01,4.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
3.988154134907739490e+01,-8.197122374785291754e+01,3.500000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00
3.752104348252473187e+01,-8.924849695298719610e+01,4.500000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
4.589775057830158289e+01,-7.598677714329512867e+01,3.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
4.452390458653363225e+01,-7.935043090394573539e+01,5.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
3.387954279039436756e+01,-1.121758427901560680e+02,3.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
3.323439645633956729e+01,-1.116653004294663560e+02,5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
4.003589637169864091e+01,-7.660829410276475926e+01,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.330700543839583361e+01,-1.160069745413860289e+02,5.000000000000000000e+00,6.100000000000000000e+01,1.000000000000000000e+00
3.377747846076835003e+01,-8.015685893343561474e+01,3.500000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+00
3.814107319094625836e+01,-8.567643610024346401e+01,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
3.767287108550820562e+01,-8.607747710480991543e+01,3.500000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.568334276639197356e+01,-1.137431315667414680e+02,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
3.521020073158800301e+01,-1.104901667794259197e+02,4.500000000000000000e+00,4.200000000000000000e+01,1.000000000000000000e+00
4.065339800029769890e+01,-8.582473258087705403e+01,3.500000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00
4.645863248196283735e+01,-7.527198095652629206e+01,3.500000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
5.704382122640959096e+01,-1.112361063747692924e+01,1.500000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
3.427278935062511778e+01,-1.109988622492049473e+02,2.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
4.560987315175617596e+01,-8.410074290343465009e+01,4.000000000000000000e+00,2.200000000000000000e+01,1.000000000000000000e+00
3.288667455907156523e+01,-1.127253720495758671e+02,4.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00
4.157068130459560962e+01,-7.914937565746656389e+01,3.500000000000000000e+00,5.300000000000000000e+01,1.000000000000000000e+00
4.003389641670474930e+01,-7.785600475900874073e+01,3.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00
3.292729591490262919e+01,-1.130264938439575104e+02,3.000000000000000000e+00,2.000000000000000000e+01,1.000000000000000000e+00
3.449103074840760996e+01,-1.151319730250734210e+02,4.500000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
3.491967356646702569e+01,-1.108030211014760482e+02,3.500000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00
4.125032524762733033e+01,-8.121488797467830523e+01,3.500000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
3.207529890341723444e+01,-1.156394761712574990e+02,1.500000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.345571483818804381e+01,-7.790250112958646866e+01,4.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00
4.245902168637115892e+01,-8.537857177511692441e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.688220187687898033e+01,-8.680983072328325534e+01,3.500000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.224154996279264651e+01,-1.141922573502924081e+02,3.500000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00
3.436737188696358203e+01,-1.131703607900000748e+02,3.500000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
4.229041710731081594e+01,-7.705438745285209734e+01,3.500000000000000000e+00,1.900000000000000000e+01,1.000000000000000000e+00
4.386725609178299123e+01,-8.039451438715428822e+01,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
4.412878815108621211e+01,-8.383108976082334607e+01,5.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
4.766763917729139166e+01,-7.158877583957546165e+01,3.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
3.505936437315182275e+01,-8.637960244995701942e+01,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.861749641922230580e+01,-7.875629603161496561e+01,2.500000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
4.067184607933711504e+01,-8.304173540948131915e+01,3.500000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00
3.747153331205515769e+01,-8.538734498845091991e+01,5.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
3.482204425299485706e+01,-7.287610102774804943e+01,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.368168489916644148e+01,-1.148453897796039485e+02,3.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
4.622441850495332005e+01,8.496687439328923119e+00,4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.322304773825874236e+01,-1.139240855094844704e+02,4.000000000000000000e+00,3.200000000000000000e+01,1.000000000000000000e+00
3.486742593980039828e+01,-1.167760560957174505e+02,5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00
3.486854906378144392e+01,-1.104923980618912225e+02,4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
3.493514296963877541e+01,-8.270008657584972411e+01,4.000000000000000000e+00,4.600000000000000000e+01,1.000000000000000000e+00
3.733286312799384632e+01,-1.222107578791447224e+02,4.000000000000000000e+00,3.250000000000000000e+02,1.000000000000000000e+00
